"Label (Grouping)","Total:","Total:!!Under 18 years","Total:!!18 to 24 years","Total:!!25 to 34 years","Total:!!35 to 44 years","Total:!!45 to 54 years","Total:!!55 to 64 years","Total:!!65 years and over"
"    Estimate","86,062","23,400","7,692","15,733","10,108","12,874","8,825","7,430"
"Hayward city, California","","","","","","","",""
"    Estimate","159,202","31,357","16,426","27,739","23,528","18,457","21,710","19,985"
"Hemet city, California","","","","","","","",""
"    Estimate","85,341","20,833","7,181","9,284","11,018","6,572","10,483","19,970"
"Hercules city, California","","","","","","","",""
"    Estimate","26,271","4,855","1,119","2,925","4,353","4,337","3,644","5,038"
"Hesperia city, California","","","","","","","",""
"    Estimate","95,753","28,183","9,007","12,177","13,339","11,010","12,219","9,818"
"Highland city, California","","","","","","","",""
"    Estimate","55,415","19,327","6,109","8,815","5,114","5,991","5,382","4,677"
"Hollister city, California","","","","","","","",""
"    Estimate","41,113","11,957","3,335","6,058","6,827","4,673","3,749","4,514"
"Huntington Beach city, California","","","","","","","",""
"    Estimate","199,228","35,966","15,682","30,942","22,376","26,575","29,789","37,898"
"Huntington Park city, California","","","","","","","",""
"    Estimate","57,512","15,656","8,261","7,783","7,000","8,621","4,726","5,465"
"Imperial Beach city, California","","","","","","","",""
"    Estimate","27,442","6,375","4,218","3,304","4,066","3,019","2,723","3,737"
"Indio city, California","","","","","","","",""
"    Estimate","91,756","18,883","9,539","11,471","9,601","10,303","11,072","20,887"
"Inglewood city, California","","","","","","","",""
"    Estimate","108,170","24,259","10,690","16,936","15,660","13,795","13,725","13,105"
"Irvine city, California","","","","","","","",""
"    Estimate","287,387","61,645","39,055","52,286","40,133","37,183","27,789","29,296"
"Isla Vista CDP, California","","","","","","","",""
"    Estimate","28,864","1,675","23,020","2,241","579","594","432","323"
"Jurupa Valley city, California","","","","","","","",""
"    Estimate","109,525","35,095","9,492","15,872","15,260","11,673","9,898","12,235"
"La Cañada Flintridge city, California","","","","","","","",""
"    Estimate","20,807","6,871","1,123","1,539","2,248","3,238","2,735","3,053"
"La Crescenta-Montrose CDP, California","","","","","","","",""
"    Estimate","22,513","6,361","1,251","1,277","4,544","2,608","2,504","3,968"
"Ladera Ranch CDP, California","","","","","","","",""
"    Estimate","21,761","7,487","1,354","1,857","3,744","3,237","2,757","1,325"
"Lafayette city, California","","","","","","","",""
"    Estimate","26,635","6,956","2,308","1,720","3,168","3,025","3,558","5,900"
"Laguna Beach city, California","","","","","","","",""
"    Estimate","22,554","5,172","741","1,730","2,497","3,550","3,289","5,575"
"Laguna Hills city, California","","","","","","","",""
"    Estimate","31,189","5,490","2,890","3,814","2,857","6,045","4,379","5,714"
"Laguna Niguel city, California","","","","","","","",""
"    Estimate","66,384","13,478","4,881","8,219","7,351","8,867","11,026","12,562"
"La Habra city, California","","","","","","","",""
"    Estimate","60,517","13,364","6,617","9,159","6,642","8,775","7,271","8,689"
"Lake Elsinore city, California","","","","","","","",""
"    Estimate","69,283","21,847","6,120","10,555","8,374","9,953","6,726","5,708"
"Lake Forest city, California","","","","","","","",""
"    Estimate","85,529","20,429","5,366","10,731","12,515","13,417","11,835","11,236"
"Lakeside CDP, California","","","","","","","",""
"    Estimate","19,631","4,817","1,723","2,745","1,618","2,884","1,930","3,914"
"Lakewood city, California","","","","","","","",""
"    Estimate","79,302","17,051","8,961","10,024","11,135","11,910","10,160","10,061"
"La Mesa city, California","","","","","","","",""
"    Estimate","59,263","12,490","4,645","11,425","9,672","7,506","5,315","8,210"
"La Mirada city, California","","","","","","","",""
"    Estimate","48,167","8,965","6,750","5,099","6,640","4,959","5,531","10,223"
"Lancaster city, California","","","","","","","",""
"    Estimate","157,604","45,388","13,292","23,315","22,039","18,019","18,230","17,321"
"La Presa CDP, California","","","","","","","",""
"    Estimate","37,511","8,622","3,630","6,829","5,528","3,533","4,204","5,165"
"La Puente city, California","","","","","","","",""
"    Estimate","39,601","8,988","4,083","5,976","3,206","6,749","5,667","4,932"
"La Quinta city, California","","","","","","","",""
"    Estimate","41,753","5,534","3,129","5,598","3,273","3,827","6,626","13,766"
"Lathrop city, California","","","","","","","",""
"    Estimate","24,490","6,889","2,399","4,520","2,984","2,884","3,723","1,091"
"La Verne city, California","","","","","","","",""
"    Estimate","31,981","6,077","2,059","2,736","3,341","3,155","6,047","8,566"
"Lawndale city, California","","","","","","","",""
"    Estimate","32,387","7,464","3,240","5,928","3,642","5,160","3,527","3,426"
"Lemon Grove city, California","","","","","","","",""
"    Estimate","26,795","5,868","1,177","4,267","3,192","3,721","3,995","4,575"
"Lemoore city, California","","","","","","","",""
"    Estimate","26,733","6,497","2,618","6,366","2,593","1,289","3,171","4,199"
"Lennox CDP, California","","","","","","","",""
"    Estimate","24,001","6,827","2,644","3,942","2,813","3,437","2,431","1,907"
"Lincoln city, California","","","","","","","",""
"    Estimate","48,282","11,041","2,891","4,553","6,011","4,537","6,117","13,132"
"Linda CDP, California","","","","","","","",""
"    Estimate","23,590","7,067","2,312","3,581","3,300","3,000","2,061","2,269"
"Livermore city, California","","","","","","","",""
"    Estimate","90,188","21,612","5,647","11,168","13,391","13,463","10,246","14,661"
"Lodi city, California","","","","","","","",""
"    Estimate","67,581","19,912","4,395","9,432","9,311","8,898","6,139","9,494"
"Loma Linda city, California","","","","","","","",""
"    Estimate","24,485","3,526","1,090","5,599","2,288","2,082","2,038","7,862"
"Lomita city, California","","","","","","","",""
"    Estimate","23,991","6,179","578","4,451","3,105","1,980","3,262","4,436"
"Lompoc city, California","","","","","","","",""
"    Estimate","42,850","9,728","5,989","6,024","4,615","5,873","5,014","5,607"
"Long Beach city, California","","","","","","","",""
"    Estimate","462,645","99,341","45,453","79,582","66,450","59,146","54,635","58,038"
"Los Altos city, California","","","","","","","",""
"    Estimate","30,091","8,263","888","1,523","4,175","5,711","3,447","6,084"
"Los Angeles city, California","","","","","","","",""
"    Estimate","3,979,537","803,314","398,261","728,072","572,082","523,159","434,368","520,281"
"Los Banos city, California","","","","","","","",""
"    Estimate","41,038","13,897","3,832","5,512","4,302","5,622","3,070","4,803"
"Los Gatos town, California","","","","","","","",""
"    Estimate","30,222","7,372","1,252","2,177","4,180","4,646","4,668","5,927"
"Lynwood city, California","","","","","","","",""
"    Estimate","69,902","19,310","8,311","12,068","9,579","8,153","6,348","6,133"
"Madera city, California","","","","","","","",""
"    Estimate","65,859","23,116","7,469","9,532","8,717","6,866","5,413","4,746"
"Manhattan Beach city, California","","","","","","","",""
"    Estimate","35,179","9,708","727","2,571","4,410","5,617","5,338","6,808"
"Manteca city, California","","","","","","","",""
"    Estimate","83,037","21,265","6,590","10,193","11,829","10,967","9,972","12,221"
"Marina city, California","","","","","","","",""
"    Estimate","20,935","5,023","3,280","2,124","3,642","1,109","2,407","3,350"
"Martinez city, California","","","","","","","",""
"    Estimate","38,303","8,166","1,804","4,828","6,031","4,753","6,430","6,291"
"Maywood city, California","","","","","","","",""
"    Estimate","26,969","7,825","3,245","3,594","2,816","3,748","2,592","3,149"
"Mead Valley CDP, California","","","","","","","",""
"    Estimate","19,082","4,868","1,663","2,274","3,536","1,492","3,185","2,064"
"Menifee city, California","","","","","","","",""
"    Estimate","94,738","25,768","6,788","11,860","13,325","9,310","10,563","17,124"
"Menlo Park city, California","","","","","","","",""
"    Estimate","34,702","8,784","2,002","4,926","5,719","4,216","4,806","4,249"
"Merced city, California","","","","","","","",""
"    Estimate","83,668","23,339","11,881","12,900","12,269","8,018","7,684","7,577"
"Millbrae city, California","","","","","","","",""
"    Estimate","23,252","4,812","1,574","3,142","2,418","3,683","3,165","4,458"
"Milpitas city, California","","","","","","","",""
"    Estimate","84,184","13,868","6,067","17,856","13,057","10,363","10,999","11,974"
"Mission Viejo city, California","","","","","","","",""
"    Estimate","94,375","17,458","6,393","9,799","9,289","13,820","15,873","21,743"
"Modesto city, California","","","","","","","",""
"    Estimate","215,196","54,761","17,936","32,581","24,800","26,128","26,780","32,210"
"Monrovia city, California","","","","","","","",""
"    Estimate","36,336","7,211","1,523","5,094","6,738","4,165","6,371","5,234"
"Montclair city, California","","","","","","","",""
"    Estimate","40,081","8,904","4,766","6,882","5,589","4,408","4,153","5,379"
"Montebello city, California","","","","","","","",""
"    Estimate","61,963","12,837","4,993","10,469","6,582","7,834","8,485","10,763"
"Monterey city, California","","","","","","","",""
"    Estimate","28,182","2,804","3,168","5,532","3,153","3,194","4,851","5,480"
"Monterey Park city, California","","","","","","","",""
"    Estimate","59,666","10,152","4,006","9,302","6,612","6,943","9,908","12,743"
"Moorpark city, California","","","","","","","",""
"    Estimate","36,371","8,633","2,266","5,784","4,215","4,434","5,130","5,909"
"Moreno Valley city, California","","","","","","","",""
"    Estimate","213,064","59,704","25,778","33,900","29,066","25,754","21,084","17,778"
"Morgan Hill city, California","","","","","","","",""
"    Estimate","45,952","11,396","2,815","5,650","6,447","5,769","6,775","7,100"
"Mountain View city, California","","","","","","","",""
"    Estimate","82,726","15,078","5,622","20,883","13,095","10,843","7,754","9,451"
"Murrieta city, California","","","","","","","",""
"    Estimate","116,223","31,941","9,930","18,643","13,907","15,546","11,646","14,610"
"Napa city, California","","","","","","","",""
"    Estimate","78,130","16,313","5,173","10,963","10,585","9,883","10,141","15,072"
"National City city, California","","","","","","","",""
"    Estimate","61,400","12,586","8,658","12,147","7,680","6,596","5,982","7,751"
"Newark city, California","","","","","","","",""
"    Estimate","49,155","9,928","5,019","8,839","7,355","6,687","5,785","5,542"
"Newport Beach city, California","","","","","","","",""
"    Estimate","84,522","15,623","5,699","10,017","9,469","11,658","14,262","17,794"
"Norco city, California","","","","","","","",""
"    Estimate","26,602","4,287","2,518","2,627","3,985","4,806","3,460","4,919"
"North Highlands CDP, California","","","","","","","",""
"    Estimate","45,452","12,629","4,039","7,794","6,025","3,854","5,362","5,749"
"North Tustin CDP, California","","","","","","","",""
"    Estimate","24,517","4,755","2,046","1,494","2,691","4,255","5,085","4,191"
"Norwalk city, California","","","","","","","",""
"    Estimate","103,946","24,612","8,987","17,551","14,465","11,873","12,910","13,548"
"Novato city, California","","","","","","","",""
"    Estimate","55,518","10,068","5,199","3,089","5,643","7,935","9,331","14,253"
"Oakdale city, California","","","","","","","",""
"    Estimate","25,769","6,793","2,081","3,029","3,920","2,991","2,983","3,972"
"Oakland city, California","","","","","","","",""
"    Estimate","433,044","86,395","31,429","83,729","72,859","54,337","44,400","59,895"
"Oakley city, California","","","","","","","",""
"    Estimate","42,530","13,197","4,200","6,331","4,915","6,489","4,052","3,346"
"Oceanside city, California","","","","","","","",""
"    Estimate","175,762","38,718","14,676","27,523","23,422","17,907","24,708","28,808"
"Oildale CDP, California","","","","","","","",""
"    Estimate","34,342","10,900","3,864","4,786","5,476","1,819","3,289","4,208"
"Ontario city, California","","","","","","","",""
"    Estimate","184,999","49,419","17,212","36,105","23,624","21,931","20,357","16,351"
"Orange city, California","","","","","","","",""
"    Estimate","138,661","30,510","14,297","21,332","18,235","18,015","17,499","18,773"
"Orangevale CDP, California","","","","","","","",""
"    Estimate","34,012","7,065","1,839","3,717","5,944","3,334","4,526","7,587"
"Orcutt CDP, California","","","","","","","",""
"    Estimate","31,581","6,631","2,225","3,312","3,669","3,767","5,330","6,647"
"Oxnard city, California","","","","","","","",""
"    Estimate","208,875","54,785","21,232","30,635","26,858","28,035","24,651","22,679"
"Pacifica city, California","","","","","","","",""
"    Estimate","38,548","7,897","2,833","5,541","5,097","4,845","5,287","7,048"
"Palmdale city, California","","","","","","","",""
"    Estimate","155,065","45,110","17,519","20,020","20,791","19,579","17,092","14,954"
"Palm Desert city, California","","","","","","","",""
"    Estimate","53,270","6,044","2,084","5,849","5,725","5,436","6,916","21,216"
"Palm Springs city, California","","","","","","","",""
"    Estimate","48,507","4,965","2,451","4,306","4,068","7,029","9,891","15,797"
"Palo Alto city, California","","","","","","","",""
"    Estimate","65,365","15,763","3,860","7,787","7,935","9,370","7,220","13,430"
