"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"Selma city, California","","",""
"    Estimate","24,719","2,420","4,963"
"Simi Valley city, California","","",""
"    Estimate","125,059","4,736","3,379"
"Soledad city, California","","",""
"    Estimate","","",""
"South Gate city, California","","",""
"    Estimate","92,566","4,774","9,577"
"South Lake Tahoe city, California","","",""
"    Estimate","23,272","1,736","2,949"
"South Pasadena city, California","","",""
"    Estimate","25,193","663","184"
"South San Francisco city, California","","",""
"    Estimate","67,686","2,136","2,021"
"South Whittier CDP, California","","",""
"    Estimate","61,667","1,997","746"
"Spring Valley CDP (San Diego County), California","","",""
"    Estimate","37,092","1,474","5,597"
"Stanton city, California","","",""
"    Estimate","37,655","2,856","2,926"
"Stockton city, California","","",""
"    Estimate","307,414","18,717","28,660"
"Suisun City city, California","","",""
"    Estimate","29,581","372","1,661"
"Sunnyvale city, California","","",""
"    Estimate","151,465","4,021","4,737"
"Temecula city, California","","",""
"    Estimate","114,324","3,613","3,961"
"Temescal Valley CDP, California","","",""
"    Estimate","30,563","1,823","949"
"Temple City city, California","","",""
"    Estimate","35,201","1,744","1,711"
"Thousand Oaks city, California","","",""
"    Estimate","124,901","3,416","2,419"
"Torrance city, California","","",""
"    Estimate","142,732","4,902","3,237"
"Tracy city, California","","",""
"    Estimate","93,187","4,376","4,163"
"Tulare city, California","","",""
"    Estimate","64,958","4,834","10,480"
"Turlock city, California","","",""
"    Estimate","72,916","3,059","5,877"
"Tustin city, California","","",""
"    Estimate","79,097","3,468","6,021"
"Twentynine Palms city, California","","",""
"    Estimate","22,951","1,920","2,679"
"Union City city, California","","",""
"    Estimate","73,805","1,788","1,306"
"Upland city, California","","",""
"    Estimate","76,588","2,325","3,248"
"Vacaville city, California","","",""
"    Estimate","92,609","3,617","2,931"
"Valinda CDP, California","","",""
"    Estimate","23,464","761","1,674"
"Vallejo city, California","","",""
"    Estimate","119,700","6,928","6,643"
"Victorville city, California","","",""
"    Estimate","117,111","11,148","11,718"
"Vineyard CDP, California","","",""
"    Estimate","27,113","2,659","755"
"Visalia city, California","","",""
"    Estimate","133,268","8,314","8,653"
"Vista city, California","","",""
"    Estimate","100,114","4,781","4,970"
"Walnut city, California","","",""
"    Estimate","29,661","746","445"
"Walnut Creek city, California","","",""
"    Estimate","69,253","1,413","1,069"
"Wasco city, California","","",""
"    Estimate","22,923","1,149","2,261"
"Watsonville city, California","","",""
"    Estimate","53,697","1,799","4,305"
"West Carson CDP, California","","",""
"    Estimate","","",""
"West Covina city, California","","",""
"    Estimate","104,191","3,609","3,898"
"West Hollywood city, California","","",""
"    Estimate","36,417","2,067","2,709"
"Westminster city, California","","",""
"    Estimate","90,342","5,773","9,550"
"Westmont CDP, California","","",""
"    Estimate","33,526","1,605","3,879"
"West Puente Valley CDP, California","","",""
"    Estimate","24,936","1,336","1,469"
"West Rancho Dominguez CDP, California","","",""
"    Estimate","22,905","1,226","1,172"
"West Sacramento city, California","","",""
"    Estimate","53,146","2,793","5,480"
"West Whittier-Los Nietos CDP, California","","",""
"    Estimate","22,857","536","1,800"
"Whittier city, California","","",""
"    Estimate","83,312","2,901","3,047"
"Wildomar city, California","","",""
"    Estimate","36,885","2,584","2,126"
"Willowbrook CDP, California","","",""
"    Estimate","19,032","551","1,896"
"Windsor town, California","","",""
"    Estimate","27,127","191","581"
"Woodland city, California","","",""
"    Estimate","59,022","2,047","3,705"
"Yorba Linda city, California","","",""
"    Estimate","67,502","1,063","1,813"
"Yuba City city, California","","",""
"    Estimate","66,372","1,858","6,771"
"Yucaipa city, California","","",""
"    Estimate","53,422","2,194","4,127"
"Yucca Valley town, California","","",""
"    Estimate","25,405","1,189","4,341"
"Arvada city, Colorado","","",""
"    Estimate","120,700","4,844","3,977"
"Aurora city, Colorado","","",""
"    Estimate","376,601","14,930","20,365"
"Boulder city, Colorado","","",""
"    Estimate","94,592","11,830","6,318"
"Brighton city, Colorado","","",""
"    Estimate","39,390","827","1,024"
"Broomfield city, Colorado","","",""
"    Estimate","69,782","1,241","1,200"
"Castle Rock town, Colorado","","",""
"    Estimate","67,863","941","1,520"
"Centennial city, Colorado","","",""
"    Estimate","108,360","1,765","1,473"
"Clifton CDP, Colorado","","",""
"    Estimate","19,775","2,133","2,078"
"Colorado Springs city, Colorado","","",""
"    Estimate","469,535","20,882","22,596"
"Columbine CDP, Colorado","","",""
"    Estimate","24,629","1,185","943"
"Commerce City city, Colorado","","",""
"    Estimate","59,969","1,888","2,806"
"Dakota Ridge CDP, Colorado","","",""
"    Estimate","32,347","812","60"
"Denver city, Colorado","","",""
"    Estimate","714,823","41,468","42,133"
"Englewood city, Colorado","","",""
"    Estimate","34,648","1,048","2,380"
"Erie town, Colorado","","",""
"    Estimate","","",""
"Evans city, Colorado","","",""
"    Estimate","20,023","2,051","1,611"
"Fort Collins city, Colorado","","",""
"    Estimate","160,791","16,914","7,977"
"Fountain city, Colorado","","",""
"    Estimate","30,735","2,637","942"
"Golden city, Colorado","","",""
"    Estimate","17,812","1,631","926"
"Grand Junction city, Colorado","","",""
"    Estimate","61,001","4,072","5,099"
"Greeley city, Colorado","","",""
"    Estimate","102,301","8,783","5,684"
"Highlands Ranch CDP, Colorado","","",""
"    Estimate","99,687","1,243","146"
"Ken Caryl CDP, Colorado","","",""
"    Estimate","33,817","280","157"
"Lafayette city, Colorado","","",""
"    Estimate","30,634","284","760"
"Lakewood city, Colorado","","",""
"    Estimate","155,315","7,290","5,053"
"Littleton city, Colorado","","",""
"    Estimate","47,695","1,267","1,603"
"Longmont city, Colorado","","",""
"    Estimate","95,942","4,790","3,043"
"Loveland city, Colorado","","",""
"    Estimate","78,242","2,017","7,200"
"Montrose city, Colorado","","",""
"    Estimate","20,077","1,838","2,231"
"Northglenn city, Colorado","","",""
"    Estimate","38,663","1,357","864"
"Parker town, Colorado","","",""
"    Estimate","57,641","1,083","780"
"Pueblo city, Colorado","","",""
"    Estimate","109,169","9,037","15,991"
"Pueblo West CDP, Colorado","","",""
"    Estimate","31,072","1,612","493"
"Security-Widefield CDP, Colorado","","",""
"    Estimate","38,618","1,248","2,094"
"Sherrelwood CDP, Colorado","","",""
"    Estimate","21,530","820","1,262"
"Thornton city, Colorado","","",""
"    Estimate","140,690","6,783","6,371"
"Westminster city, Colorado","","",""
"    Estimate","112,287","2,878","3,975"
"Wheat Ridge city, Colorado","","",""
"    Estimate","30,912","2,013","2,116"
"Windsor town, Colorado","","",""
"    Estimate","31,114","39","285"
"Bridgeport city, Connecticut","","",""
"    Estimate","140,354","13,948","22,776"
"Bristol city, Connecticut","","",""
"    Estimate","59,390","1,754","1,970"
"Danbury city, Connecticut","","",""
"    Estimate","81,274","2,217","6,481"
"Darien CDP, Connecticut","","",""
"    Estimate","","",""
"East Hartford CDP, Connecticut","","",""
"    Estimate","48,962","3,041","6,756"
"East Haven CDP, Connecticut","","",""
"    Estimate","28,326","1,237","619"
"Hartford city, Connecticut","","",""
"    Estimate","115,381","13,282","17,938"
"Manchester CDP, Connecticut","","",""
"    Estimate","29,977","4,346","1,101"
"Meriden city, Connecticut","","",""
"    Estimate","58,737","3,211","6,324"
"Middletown city, Connecticut","","",""
"    Estimate","42,242","3,616","2,545"
"Milford city (balance), Connecticut","","",""
"    Estimate","52,721","1,324","690"
"Naugatuck borough, Connecticut","","",""
"    Estimate","30,858","2,111","849"
"New Britain city, Connecticut","","",""
"    Estimate","69,723","7,446","7,974"
"New Haven city, Connecticut","","",""
"    Estimate","121,511","13,399","16,988"
"Newington CDP, Connecticut","","",""
"    Estimate","29,820","2,523","655"
"New London city, Connecticut","","",""
"    Estimate","22,924","912","3,406"
"North Haven CDP, Connecticut","","",""
"    Estimate","","",""
"Norwalk city, Connecticut","","",""
"    Estimate","88,424","4,303","2,880"
"Norwich city, Connecticut","","",""
"    Estimate","38,003","1,866","1,306"
"Shelton city, Connecticut","","",""
"    Estimate","40,698","1,113","1,151"
"Stamford city, Connecticut","","",""
"    Estimate","128,485","4,453","4,949"
"Stratford CDP, Connecticut","","",""
"    Estimate","51,543","639","1,429"
"Torrington city, Connecticut","","",""
"    Estimate","33,345","1,031","3,504"
"Trumbull CDP, Connecticut","","",""
"    Estimate","35,480","681","2,170"
"Waterbury city, Connecticut","","",""
"    Estimate","105,619","16,564","11,773"
"West Hartford CDP, Connecticut","","",""
"    Estimate","61,376","1,194","1,687"
"West Haven city, Connecticut","","",""
"    Estimate","51,427","1,562","2,392"
"Westport CDP, Connecticut","","",""
"    Estimate","28,299","328","914"
"Wethersfield CDP, Connecticut","","",""
"    Estimate","25,829","798","484"
"Bear CDP, Delaware","","",""
"    Estimate","","",""
"Dover city, Delaware","","",""
"    Estimate","34,094","2,451","5,332"
"Middletown town, Delaware","","",""
"    Estimate","","",""
"Newark city, Delaware","","",""
"    Estimate","26,200","4,218","1,111"
"Wilmington city, Delaware","","",""
"    Estimate","67,418","9,812","10,287"
"Washington city, District of Columbia","","",""
"    Estimate","673,041","48,918","41,616"
"Alafaya CDP, Florida","","",""
"    Estimate","96,528","2,177","4,471"
"Altamonte Springs city, Florida","","",""
"    Estimate","43,683","852","2,317"
"Apollo Beach CDP, Florida","","",""
"    Estimate","24,269","940","673"
"Apopka city, Florida","","",""
"    Estimate","52,819","2,147","1,547"
"Aventura city, Florida","","",""
"    Estimate","36,777","1,493","1,671"
"Bartow city, Florida","","",""
"    Estimate","19,678","769","1,400"
"Bayonet Point CDP, Florida","","",""
"    Estimate","28,395","1,083","2,388"
"Bayshore Gardens CDP, Florida","","",""
"    Estimate","23,000","1,999","1,465"
"Bellview CDP, Florida","","",""
"    Estimate","22,814","725","1,136"
"Bloomingdale CDP, Florida","","",""
"    Estimate","24,954","355","355"
"Boca Raton city, Florida","","",""
"    Estimate","96,130","6,171","4,625"
"Bonita Springs city, Florida","","",""
"    Estimate","59,558","1,713","242"
"Boynton Beach city, Florida","","",""
"    Estimate","78,313","3,123","4,152"
"Bradenton city, Florida","","",""
"    Estimate","57,720","1,905","5,067"
"Brandon CDP, Florida","","",""
"    Estimate","113,662","4,793","9,646"
"Brent CDP, Florida","","",""
"    Estimate","19,104","2,544","5,279"
"Buenaventura Lakes CDP, Florida","","",""
"    Estimate","33,142","2,442","2,976"
"Cape Coral city, Florida","","",""
"    Estimate","193,952","6,979","7,439"
"Carrollwood CDP, Florida","","",""
"    Estimate","40,993","1,817","643"
"Casselberry city, Florida","","",""
"    Estimate","28,705","1,555","3,289"
"Citrus Park CDP, Florida","","",""
"    Estimate","27,063","1,203","1,577"
"Clearwater city, Florida","","",""
"    Estimate","115,776","10,419","5,328"
"Clermont city, Florida","","",""
"    Estimate","37,946","297","2,576"
"Coconut Creek city, Florida","","",""
"    Estimate","60,986","4,286","2,586"
"Cooper City city, Florida","","",""
"    Estimate","35,566","185","2,131"
"Coral Gables city, Florida","","",""
"    Estimate","44,912","2,223","1,412"
"Coral Springs city, Florida","","",""
"    Estimate","132,813","3,865","9,201"
