"Label (Grouping)","Total:","Total:!!9th to 12th grade, no diploma","Total:!!High school graduate (includes equivalency)","Total:!!Bachelor's degree","Total:!!Graduate or professional degree"
"    Estimate","28,784","1,589","10,964","3,511","756"
"North Tustin CDP, California","","","","",""
"    Estimate","17,716","349","2,101","5,908","3,971"
"Norwalk city, California","","","","",""
"    Estimate","70,347","6,663","20,095","12,625","2,930"
"Novato city, California","","","","",""
"    Estimate","40,251","1,017","6,247","13,120","6,962"
"Oakdale city, California","","","","",""
"    Estimate","16,895","1,792","4,230","1,731","1,130"
"Oakland city, California","","","","",""
"    Estimate","315,220","21,641","53,150","87,799","66,316"
"Oakley city, California","","","","",""
"    Estimate","25,133","1,675","8,338","4,191","1,089"
"Oceanside city, California","","","","",""
"    Estimate","122,368","7,332","24,167","23,407","13,442"
"Oildale CDP, California","","","","",""
"    Estimate","19,578","1,845","7,922","1,734","572"
"Ontario city, California","","","","",""
"    Estimate","118,368","15,735","29,815","14,973","5,828"
"Orange city, California","","","","",""
"    Estimate","93,854","7,748","15,040","24,739","12,289"
"Orangevale CDP, California","","","","",""
"    Estimate","25,108","1,364","5,217","4,552","1,708"
"Orcutt CDP, California","","","","",""
"    Estimate","22,725","320","4,935","4,153","2,507"
"Oxnard city, California","","","","",""
"    Estimate","132,858","8,393","40,143","19,004","7,208"
"Pacifica city, California","","","","",""
"    Estimate","27,818","641","4,637","8,505","4,548"
"Palmdale city, California","","","","",""
"    Estimate","92,436","10,484","27,505","11,979","3,308"
"Palm Desert city, California","","","","",""
"    Estimate","45,142","1,944","7,108","11,768","7,302"
"Palm Springs city, California","","","","",""
"    Estimate","41,091","1,962","7,351","10,043","8,065"
"Palo Alto city, California","","","","",""
"    Estimate","45,742","586","1,396","14,118","24,595"
"Paramount city, California","","","","",""
"    Estimate","32,143","6,642","7,674","2,209","844"
"Pasadena city, California","","","","",""
"    Estimate","108,899","4,419","15,602","33,701","28,194"
"Patterson city, California","","","","",""
"    Estimate","15,510","1,635","5,421","1,716","508"
"Perris city, California","","","","",""
"    Estimate","47,476","3,737","15,418","4,011","1,200"
"Petaluma city, California","","","","",""
"    Estimate","45,091","1,609","7,411","13,318","5,935"
"Pico Rivera city, California","","","","",""
"    Estimate","43,249","5,590","12,008","4,370","1,885"
"Pinole city, California","","","","",""
"    Estimate","15,573","431","3,536","2,551","1,917"
"Pittsburg city, California","","","","",""
"    Estimate","48,909","4,888","13,864","7,407","3,536"
"Placentia city, California","","","","",""
"    Estimate","34,552","662","6,476","9,820","5,280"
"Pleasant Hill city, California","","","","",""
"    Estimate","24,669","921","3,298","10,212","3,510"
"Pleasanton city, California","","","","",""
"    Estimate","57,891","995","5,442","21,175","17,266"
"Pomona city, California","","","","",""
"    Estimate","97,239","12,452","23,700","13,684","4,386"
"Porterville city, California","","","","",""
"    Estimate","39,059","4,350","7,458","4,383","1,771"
"Port Hueneme city, California","","","","",""
"    Estimate","18,718","1,105","6,382","2,699","1,372"
"Poway city, California","","","","",""
"    Estimate","36,534","1,384","4,211","11,054","6,764"
"Ramona CDP, California","","","","",""
"    Estimate","15,467","974","5,547","2,002","1,371"
"Rancho Cordova city, California","","","","",""
"    Estimate","47,602","3,939","10,668","9,615","4,222"
"Rancho Cucamonga city, California","","","","",""
"    Estimate","122,525","5,701","22,399","27,515","16,774"
"Rancho Palos Verdes city, California","","","","",""
"    Estimate","30,590","447","3,050","11,042","8,401"
"Rancho San Diego CDP, California","","","","",""
"    Estimate","17,158","860","2,711","2,726","4,146"
"Rancho Santa Margarita city, California","","","","",""
"    Estimate","33,093","724","4,469","11,031","4,506"
"Red Bluff city, California","","","","",""
"    Estimate","11,216","1,641","3,062","908","917"
"Redding city, California","","","","",""
"    Estimate","63,972","2,909","14,769","10,935","4,493"
"Redlands city, California","","","","",""
"    Estimate","51,258","3,356","6,831","12,390","14,800"
"Redondo Beach city, California","","","","",""
"    Estimate","47,043","851","2,960","20,339","9,901"
"Redwood City city, California","","","","",""
"    Estimate","63,084","1,863","9,711","17,558","16,564"
"Reedley city, California","","","","",""
"    Estimate","14,145","1,767","3,154","1,359","558"
"Rialto city, California","","","","",""
"    Estimate","62,166","9,378","18,676","5,601","2,222"
"Richmond city, California","","","","",""
"    Estimate","74,943","9,346","14,766","14,824","8,400"
"Ridgecrest city, California","","","","",""
"    Estimate","19,811","1,471","4,142","4,104","1,452"
"Rio Linda CDP, California","","","","",""
"    Estimate","13,109","837","6,948","1,112","238"
"Riverbank city, California","","","","",""
"    Estimate","13,301","719","4,027","1,844","680"
"Riverside city, California","","","","",""
"    Estimate","203,308","16,410","56,299","25,536","19,364"
"Rocklin city, California","","","","",""
"    Estimate","44,610","1,118","6,464","14,990","6,981"
"Rohnert Park city, California","","","","",""
"    Estimate","30,806","1,412","7,766","7,201","3,484"
"Rosamond CDP, California","","","","",""
"    Estimate","16,336","579","6,166","2,397","956"
"Rosemead city, California","","","","",""
"    Estimate","37,747","3,670","10,006","7,057","1,992"
"Rosemont CDP, California","","","","",""
"    Estimate","13,688","339","3,385","2,991","1,159"
"Roseville city, California","","","","",""
"    Estimate","98,745","3,459","15,394","29,752","13,265"
"Rowland Heights CDP, California","","","","",""
"    Estimate","34,242","1,940","8,288","10,113","3,865"
"Sacramento city, California","","","","",""
"    Estimate","349,270","21,558","78,509","77,336","40,523"
"Salinas city, California","","","","",""
"    Estimate","90,462","11,338","21,879","7,454","3,045"
"San Bernardino city, California","","","","",""
"    Estimate","130,304","21,704","42,236","11,535","5,182"
"San Bruno city, California","","","","",""
"    Estimate","30,240","1,738","4,684","7,215","4,744"
"San Buenaventura (Ventura) city, California","","","","",""
"    Estimate","79,604","4,146","15,291","18,656","10,801"
"San Carlos city, California","","","","",""
"    Estimate","22,213","117","2,971","6,282","7,538"
"San Clemente city, California","","","","",""
"    Estimate","45,489","819","6,342","13,797","11,946"
"San Diego city, California","","","","",""
"    Estimate","989,949","47,552","154,539","277,682","191,280"
"San Dimas city, California","","","","",""
"    Estimate","22,956","1,534","4,534","5,365","3,288"
"San Fernando city, California","","","","",""
"    Estimate","17,100","2,689","4,076","2,899","605"
"San Francisco city, California","","","","",""
"    Estimate","701,279","33,872","83,279","245,885","169,239"
"San Gabriel city, California","","","","",""
"    Estimate","30,774","3,278","6,655","8,156","2,176"
"Sanger city, California","","","","",""
"    Estimate","15,409","1,664","5,291","1,405","377"
"San Jacinto city, California","","","","",""
"    Estimate","31,204","4,360","8,550","2,453","1,642"
"San Jose city, California","","","","",""
"    Estimate","711,040","41,424","117,419","183,254","136,515"
"San Juan Capistrano city, California","","","","",""
"    Estimate","26,238","651","4,697","5,659","5,017"
"San Leandro city, California","","","","",""
"    Estimate","69,343","3,330","14,598","17,354","8,972"
"San Lorenzo CDP, California","","","","",""
"    Estimate","17,038","2,332","4,458","2,338","826"
"San Luis Obispo city, California","","","","",""
"    Estimate","25,781","749","2,923","7,542","6,539"
"San Marcos city, California","","","","",""
"    Estimate","62,156","3,630","12,364","16,096","8,716"
"San Mateo city, California","","","","",""
"    Estimate","76,245","2,733","9,127","22,525","21,000"
"San Pablo city, California","","","","",""
"    Estimate","18,924","1,987","6,722","1,990","173"
"San Rafael city, California","","","","",""
"    Estimate","42,155","2,032","4,761","12,132","8,518"
"San Ramon city, California","","","","",""
"    Estimate","50,486","1,039","4,599","20,268","15,951"
"Santa Ana city, California","","","","",""
"    Estimate","211,611","36,497","52,420","25,000","12,162"
"Santa Barbara city, California","","","","",""
"    Estimate","63,728","3,061","7,328","20,061","12,838"
"Santa Clara city, California","","","","",""
"    Estimate","92,418","3,282","11,625","28,881","28,099"
"Santa Clarita city, California","","","","",""
"    Estimate","141,289","6,771","25,806","35,089","17,099"
"Santa Cruz city, California","","","","",""
"    Estimate","35,029","430","4,389","10,130","9,086"
"Santa Maria city, California","","","","",""
"    Estimate","60,389","6,098","14,510","5,653","2,636"
"Santa Monica city, California","","","","",""
"    Estimate","73,163","1,307","7,954","27,851","19,170"
"Santa Paula city, California","","","","",""
"    Estimate","18,691","3,138","3,831","1,779","755"
"Santa Rosa city, California","","","","",""
"    Estimate","122,855","7,478","25,171","24,922","16,305"
"Santee city, California","","","","",""
"    Estimate","39,382","2,135","11,206","8,107","3,372"
"Saratoga city, California","","","","",""
"    Estimate","22,943","374","960","6,941","10,368"
"Seal Beach city, California","","","","",""
"    Estimate","21,140","455","2,962","5,648","4,827"
"Seaside city, California","","","","",""
"    Estimate","22,390","1,493","5,500","3,202","2,219"
"Selma city, California","","","","",""
"    Estimate","15,713","1,412","3,817","1,249","412"
"Simi Valley city, California","","","","",""
"    Estimate","89,975","4,176","20,347","19,915","10,008"
"Soledad city, California","","","","",""
"    Estimate","18,085","3,519","4,391","635","215"
"South Gate city, California","","","","",""
"    Estimate","59,534","9,659","14,526","4,353","845"
"South Lake Tahoe city, California","","","","",""
"    Estimate","16,484","846","4,049","3,652","658"
"South Pasadena city, California","","","","",""
"    Estimate","18,463","411","1,439","6,436","5,829"
"South San Francisco city, California","","","","",""
"    Estimate","53,153","2,690","10,609","16,056","5,876"
"South Whittier CDP, California","","","","",""
"    Estimate","40,912","2,903","13,510","4,668","2,395"
"Spring Valley CDP (San Diego County), California","","","","",""
"    Estimate","22,863","1,447","4,891","3,003","2,204"
"Stanton city, California","","","","",""
"    Estimate","24,818","3,353","7,118","3,942","778"
"Stockton city, California","","","","",""
"    Estimate","196,661","17,853","58,468","27,423","11,862"
"Suisun City city, California","","","","",""
"    Estimate","18,174","596","6,063","3,250","1,254"
"Sunnyvale city, California","","","","",""
"    Estimate","110,317","2,495","9,577","33,602","38,532"
"Temecula city, California","","","","",""
"    Estimate","73,442","1,750","11,198","18,659","10,515"
"Temescal Valley CDP, California","","","","",""
"    Estimate","20,590","740","3,973","3,287","2,890"
"Temple City city, California","","","","",""
"    Estimate","25,989","1,037","6,277","7,196","3,186"
"Thousand Oaks city, California","","","","",""
"    Estimate","85,327","2,757","9,820","26,712","20,060"
"Torrance city, California","","","","",""
"    Estimate","108,950","2,578","19,681","38,994","18,932"
"Tracy city, California","","","","",""
"    Estimate","60,295","4,645","15,888","9,925","2,300"
"Tulare city, California","","","","",""
"    Estimate","33,105","4,555","10,056","2,355","544"
"Turlock city, California","","","","",""
"    Estimate","45,253","2,692","10,245","7,937","3,389"
"Tustin city, California","","","","",""
"    Estimate","50,890","3,303","9,475","13,111","8,750"
"Twentynine Palms city, California","","","","",""
"    Estimate","11,752","689","2,255","1,525","969"
"Union City city, California","","","","",""
"    Estimate","54,419","2,872","10,637","16,912","9,237"
"Upland city, California","","","","",""
"    Estimate","53,676","3,542","11,741","11,462","5,744"
"Vacaville city, California","","","","",""
"    Estimate","70,015","5,145","16,057","11,001","6,240"
"Valinda CDP, California","","","","",""
"    Estimate","16,088","1,782","5,447","2,049","504"
"Vallejo city, California","","","","",""
"    Estimate","85,563","5,427","22,179","14,358","8,307"
"Victorville city, California","","","","",""
"    Estimate","71,601","13,201","21,046","4,877","3,246"
"Vineyard CDP, California","","","","",""
"    Estimate","17,824","718","3,737","4,025","1,481"
"Visalia city, California","","","","",""
