"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"Simi Valley city, California","","",""
"    Estimate","44,520","42,117","2,403"
"Soledad city, California","","",""
"    Estimate","3,536","3,536","0"
"South Gate city, California","","",""
"    Estimate","24,349","23,559","790"
"South Lake Tahoe city, California","","",""
"    Estimate","15,102","9,015","6,087"
"South Pasadena city, California","","",""
"    Estimate","10,331","10,052","279"
"South San Francisco city, California","","",""
"    Estimate","23,307","22,355","952"
"South Whittier CDP, California","","",""
"    Estimate","16,670","15,749","921"
"Spring Valley CDP (San Diego County), California","","",""
"    Estimate","10,789","10,382","407"
"Stanton city, California","","",""
"    Estimate","11,736","11,436","300"
"Stockton city, California","","",""
"    Estimate","104,720","96,149","8,571"
"Suisun City city, California","","",""
"    Estimate","9,745","9,057","688"
"Sunnyvale city, California","","",""
"    Estimate","59,151","55,424","3,727"
"Temecula city, California","","",""
"    Estimate","37,042","35,638","1,404"
"Temescal Valley CDP, California","","",""
"    Estimate","9,546","9,234","312"
"Temple City city, California","","",""
"    Estimate","11,958","11,571","387"
"Thousand Oaks city, California","","",""
"    Estimate","47,610","44,618","2,992"
"Torrance city, California","","",""
"    Estimate","59,079","55,483","3,596"
"Tracy city, California","","",""
"    Estimate","28,246","26,771","1,475"
"Tulare city, California","","",""
"    Estimate","18,731","18,170","561"
"Turlock city, California","","",""
"    Estimate","26,517","25,718","799"
"Tustin city, California","","",""
"    Estimate","25,632","24,125","1,507"
"Twentynine Palms city, California","","",""
"    Estimate","9,640","8,414","1,226"
"Union City city, California","","",""
"    Estimate","23,648","22,469","1,179"
"Upland city, California","","",""
"    Estimate","27,462","26,201","1,261"
"Vacaville city, California","","",""
"    Estimate","34,817","32,560","2,257"
"Valinda CDP, California","","",""
"    Estimate","5,252","5,178","74"
"Vallejo city, California","","",""
"    Estimate","45,159","42,200","2,959"
"Victorville city, California","","",""
"    Estimate","33,991","32,188","1,803"
"Vineyard CDP, California","","",""
"    Estimate","8,210","8,183","27"
"Visalia city, California","","",""
"    Estimate","47,900","45,878","2,022"
"Vista city, California","","",""
"    Estimate","32,469","31,075","1,394"
"Walnut city, California","","",""
"    Estimate","8,392","8,392","0"
"Walnut Creek city, California","","",""
"    Estimate","33,971","31,558","2,413"
"Wasco city, California","","",""
"    Estimate","7,603","6,358","1,245"
"Watsonville city, California","","",""
"    Estimate","15,480","15,384","96"
"West Carson CDP, California","","",""
"    Estimate","8,350","7,493","857"
"West Covina city, California","","",""
"    Estimate","31,230","30,682","548"
"West Hollywood city, California","","",""
"    Estimate","24,471","22,511","1,960"
"Westminster city, California","","",""
"    Estimate","28,112","26,984","1,128"
"Westmont CDP, California","","",""
"    Estimate","11,454","10,964","490"
"West Puente Valley CDP, California","","",""
"    Estimate","5,657","5,618","39"
"West Rancho Dominguez CDP, California","","",""
"    Estimate","6,714","6,311","403"
"West Sacramento city, California","","",""
"    Estimate","18,956","18,355","601"
"West Whittier-Los Nietos CDP, California","","",""
"    Estimate","6,316","6,249","67"
"Whittier city, California","","",""
"    Estimate","27,798","26,884","914"
"Wildomar city, California","","",""
"    Estimate","10,227","9,916","311"
"Willowbrook CDP, California","","",""
"    Estimate","5,108","5,021","87"
"Windsor town, California","","",""
"    Estimate","9,553","9,300","253"
"Woodland city, California","","",""
"    Estimate","21,330","20,605","725"
"Yorba Linda city, California","","",""
"    Estimate","23,938","22,676","1,262"
"Yuba City city, California","","",""
"    Estimate","24,998","24,393","605"
"Yucaipa city, California","","",""
"    Estimate","19,382","17,706","1,676"
"Yucca Valley town, California","","",""
"    Estimate","9,781","9,191","590"
"Arvada city, Colorado","","",""
"    Estimate","49,888","48,353","1,535"
"Aurora city, Colorado","","",""
"    Estimate","141,909","136,443","5,466"
"Boulder city, Colorado","","",""
"    Estimate","45,954","42,462","3,492"
"Brighton city, Colorado","","",""
"    Estimate","12,965","12,965","0"
"Broomfield city, Colorado","","",""
"    Estimate","29,677","28,062","1,615"
"Castle Rock town, Colorado","","",""
"    Estimate","24,870","23,803","1,067"
"Centennial city, Colorado","","",""
"    Estimate","41,432","40,151","1,281"
"Clifton CDP, Colorado","","",""
"    Estimate","8,031","7,487","544"
"Colorado Springs city, Colorado","","",""
"    Estimate","199,168","188,837","10,331"
"Columbine CDP, Colorado","","",""
"    Estimate","9,817","9,723","94"
"Commerce City city, Colorado","","",""
"    Estimate","18,849","18,407","442"
"Dakota Ridge CDP, Colorado","","",""
"    Estimate","12,911","12,296","615"
"Denver city, Colorado","","",""
"    Estimate","338,346","318,445","19,901"
"Englewood city, Colorado","","",""
"    Estimate","15,405","14,948","457"
"Erie town, Colorado","","",""
"    Estimate","9,938","9,938","0"
"Evans city, Colorado","","",""
"    Estimate","6,350","6,350","0"
"Fort Collins city, Colorado","","",""
"    Estimate","72,603","70,831","1,772"
"Fountain city, Colorado","","",""
"    Estimate","9,578","9,289","289"
"Golden city, Colorado","","",""
"    Estimate","8,312","8,047","265"
"Grand Junction city, Colorado","","",""
"    Estimate","29,035","27,300","1,735"
"Greeley city, Colorado","","",""
"    Estimate","40,504","38,299","2,205"
"Highlands Ranch CDP, Colorado","","",""
"    Estimate","37,961","37,081","880"
"Ken Caryl CDP, Colorado","","",""
"    Estimate","13,185","13,185","0"
"Lafayette city, Colorado","","",""
"    Estimate","13,222","13,194","28"
"Lakewood city, Colorado","","",""
"    Estimate","70,722","67,857","2,865"
"Littleton city, Colorado","","",""
"    Estimate","23,354","21,840","1,514"
"Longmont city, Colorado","","",""
"    Estimate","41,696","39,984","1,712"
"Loveland city, Colorado","","",""
"    Estimate","33,990","33,393","597"
"Montrose city, Colorado","","",""
"    Estimate","9,846","8,905","941"
"Northglenn city, Colorado","","",""
"    Estimate","14,126","13,678","448"
"Parker town, Colorado","","",""
"    Estimate","22,081","20,856","1,225"
"Pueblo city, Colorado","","",""
"    Estimate","48,427","44,945","3,482"
"Pueblo West CDP, Colorado","","",""
"    Estimate","11,730","11,167","563"
"Security-Widefield CDP, Colorado","","",""
"    Estimate","13,193","12,942","251"
"Sherrelwood CDP, Colorado","","",""
"    Estimate","6,272","6,002","270"
"Thornton city, Colorado","","",""
"    Estimate","48,592","46,900","1,692"
"Westminster city, Colorado","","",""
"    Estimate","45,621","43,890","1,731"
"Wheat Ridge city, Colorado","","",""
"    Estimate","14,122","13,302","820"
"Windsor town, Colorado","","",""
"    Estimate","11,187","10,881","306"
"Bridgeport city, Connecticut","","",""
"    Estimate","57,610","50,103","7,507"
"Bristol city, Connecticut","","",""
"    Estimate","27,178","25,417","1,761"
"Danbury city, Connecticut","","",""
"    Estimate","35,922","32,310","3,612"
"Darien CDP, Connecticut","","",""
"    Estimate","7,954","7,299","655"
"East Hartford CDP, Connecticut","","",""
"    Estimate","21,869","21,110","759"
"East Haven CDP, Connecticut","","",""
"    Estimate","12,478","12,020","458"
"Hartford city, Connecticut","","",""
"    Estimate","57,267","48,168","9,099"
"Manchester CDP, Connecticut","","",""
"    Estimate","13,050","12,196","854"
"Meriden city, Connecticut","","",""
"    Estimate","24,814","22,430","2,384"
"Middletown city, Connecticut","","",""
"    Estimate","22,929","20,728","2,201"
"Milford city (balance), Connecticut","","",""
"    Estimate","23,781","22,040","1,741"
"Naugatuck borough, Connecticut","","",""
"    Estimate","12,524","11,425","1,099"
"New Britain city, Connecticut","","",""
"    Estimate","32,902","29,359","3,543"
"New Haven city, Connecticut","","",""
"    Estimate","54,983","46,982","8,001"
"Newington CDP, Connecticut","","",""
"    Estimate","12,268","11,493","775"
"New London city, Connecticut","","",""
"    Estimate","11,348","10,278","1,070"
"North Haven CDP, Connecticut","","",""
"    Estimate","11,215","10,507","708"
"Norwalk city, Connecticut","","",""
"    Estimate","38,043","33,616","4,427"
"Norwich city, Connecticut","","",""
"    Estimate","19,562","16,506","3,056"
"Shelton city, Connecticut","","",""
"    Estimate","16,983","16,628","355"
"Stamford city, Connecticut","","",""
"    Estimate","54,408","49,707","4,701"
"Stratford CDP, Connecticut","","",""
"    Estimate","21,982","19,977","2,005"
"Torrington city, Connecticut","","",""
"    Estimate","17,181","14,542","2,639"
"Trumbull CDP, Connecticut","","",""
"    Estimate","12,363","11,883","480"
"Waterbury city, Connecticut","","",""
"    Estimate","49,367","42,113","7,254"
"West Hartford CDP, Connecticut","","",""
"    Estimate","25,315","23,713","1,602"
"West Haven city, Connecticut","","",""
"    Estimate","23,431","20,819","2,612"
"Westport CDP, Connecticut","","",""
"    Estimate","11,255","10,077","1,178"
"Wethersfield CDP, Connecticut","","",""
"    Estimate","10,922","10,490","432"
"Bear CDP, Delaware","","",""
"    Estimate","8,098","7,268","830"
"Dover city, Delaware","","",""
"    Estimate","18,256","15,946","2,310"
"Middletown town, Delaware","","",""
"    Estimate","7,238","7,116","122"
"Newark city, Delaware","","",""
"    Estimate","12,371","11,072","1,299"
"Wilmington city, Delaware","","",""
"    Estimate","35,447","31,754","3,693"
"Washington city, District of Columbia","","",""
"    Estimate","322,814","291,570","31,244"
"Alafaya CDP, Florida","","",""
"    Estimate","35,677","30,733","4,944"
"Altamonte Springs city, Florida","","",""
"    Estimate","22,431","19,963","2,468"
"Apollo Beach CDP, Florida","","",""
"    Estimate","10,341","9,310","1,031"
"Apopka city, Florida","","",""
"    Estimate","20,741","18,989","1,752"
"Aventura city, Florida","","",""
"    Estimate","27,948","16,324","11,624"
"Bartow city, Florida","","",""
"    Estimate","7,653","6,877","776"
"Bayonet Point CDP, Florida","","",""
"    Estimate","14,206","11,830","2,376"
"Bayshore Gardens CDP, Florida","","",""
"    Estimate","10,662","7,752","2,910"
"Bellview CDP, Florida","","",""
"    Estimate","10,172","9,327","845"
"Bloomingdale CDP, Florida","","",""
"    Estimate","8,735","7,809","926"
"Boca Raton city, Florida","","",""
"    Estimate","49,313","40,845","8,468"
"Bonita Springs city, Florida","","",""
"    Estimate","42,061","26,076","15,985"
"Boynton Beach city, Florida","","",""
"    Estimate","38,085","31,863","6,222"
"Bradenton city, Florida","","",""
"    Estimate","28,471","21,716","6,755"
"Brandon CDP, Florida","","",""
"    Estimate","46,905","43,037","3,868"
"Brent CDP, Florida","","",""
"    Estimate","8,789","7,506","1,283"
"Buenaventura Lakes CDP, Florida","","",""
"    Estimate","11,297","10,216","1,081"
"Cape Coral city, Florida","","",""
"    Estimate","85,097","67,176","17,921"
"Carrollwood CDP, Florida","","",""
"    Estimate","16,245","15,141","1,104"
"Casselberry city, Florida","","",""
"    Estimate","13,119","12,254","865"
"Citrus Park CDP, Florida","","",""
"    Estimate","11,085","10,847","238"
"Clearwater city, Florida","","",""
"    Estimate","60,504","48,641","11,863"
"Clermont city, Florida","","",""
"    Estimate","15,591","14,160","1,431"
