"Label (Grouping)","Total:","Total:!!With private health insurance","Total:!!No private health insurance"
"    Estimate","64,267","51,904","12,363"
"Santa Maria city, California","","",""
"    Estimate","106,388","40,888","65,500"
"Santa Monica city, California","","",""
"    Estimate","89,432","67,695","21,737"
"Santa Paula city, California","","",""
"    Estimate","29,659","13,699","15,960"
"Santa Rosa city, California","","",""
"    Estimate","174,830","118,481","56,349"
"Santee city, California","","",""
"    Estimate","56,619","41,329","15,290"
"Saratoga city, California","","",""
"    Estimate","30,000","25,962","4,038"
"Seal Beach city, California","","",""
"    Estimate","24,656","18,601","6,055"
"Seaside city, California","","",""
"    Estimate","32,872","18,903","13,969"
"Selma city, California","","",""
"    Estimate","24,719","9,401","15,318"
"Simi Valley city, California","","",""
"    Estimate","125,345","98,744","26,601"
"Soledad city, California","","",""
"    Estimate","17,278","11,182","6,096"
"South Gate city, California","","",""
"    Estimate","93,265","32,292","60,973"
"South Lake Tahoe city, California","","",""
"    Estimate","23,630","13,343","10,287"
"South Pasadena city, California","","",""
"    Estimate","25,193","20,975","4,218"
"South San Francisco city, California","","",""
"    Estimate","67,628","52,322","15,306"
"South Whittier CDP, California","","",""
"    Estimate","61,713","40,451","21,262"
"Spring Valley CDP (San Diego County), California","","",""
"    Estimate","36,823","20,273","16,550"
"Stanton city, California","","",""
"    Estimate","37,984","17,727","20,257"
"Stockton city, California","","",""
"    Estimate","310,888","160,337","150,551"
"Suisun City city, California","","",""
"    Estimate","29,563","19,732","9,831"
"Sunnyvale city, California","","",""
"    Estimate","152,130","125,543","26,587"
"Temecula city, California","","",""
"    Estimate","113,686","87,550","26,136"
"Temescal Valley CDP, California","","",""
"    Estimate","30,764","25,336","5,428"
"Temple City city, California","","",""
"    Estimate","35,267","22,213","13,054"
"Thousand Oaks city, California","","",""
"    Estimate","126,446","96,897","29,549"
"Torrance city, California","","",""
"    Estimate","142,548","112,741","29,807"
"Tracy city, California","","",""
"    Estimate","94,557","67,162","27,395"
"Tulare city, California","","",""
"    Estimate","65,128","31,614","33,514"
"Turlock city, California","","",""
"    Estimate","73,138","47,028","26,110"
"Tustin city, California","","",""
"    Estimate","79,229","54,176","25,053"
"Twentynine Palms city, California","","",""
"    Estimate","19,536","13,334","6,202"
"Union City city, California","","",""
"    Estimate","73,954","57,483","16,471"
"Upland city, California","","",""
"    Estimate","76,661","50,593","26,068"
"Vacaville city, California","","",""
"    Estimate","91,281","73,520","17,761"
"Valinda CDP, California","","",""
"    Estimate","23,476","12,917","10,559"
"Vallejo city, California","","",""
"    Estimate","121,201","85,503","35,698"
"Victorville city, California","","",""
"    Estimate","118,222","49,476","68,746"
"Vineyard CDP, California","","",""
"    Estimate","27,213","18,176","9,037"
"Visalia city, California","","",""
"    Estimate","133,561","74,433","59,128"
"Vista city, California","","",""
"    Estimate","99,702","52,868","46,834"
"Walnut city, California","","",""
"    Estimate","29,687","20,856","8,831"
"Walnut Creek city, California","","",""
"    Estimate","69,398","58,817","10,581"
"Wasco city, California","","",""
"    Estimate","22,923","9,989","12,934"
"Watsonville city, California","","",""
"    Estimate","53,750","27,001","26,749"
"West Carson CDP, California","","",""
"    Estimate","23,366","15,808","7,558"
"West Covina city, California","","",""
"    Estimate","104,550","67,846","36,704"
"West Hollywood city, California","","",""
"    Estimate","36,417","28,362","8,055"
"Westminster city, California","","",""
"    Estimate","90,440","49,294","41,146"
"Westmont CDP, California","","",""
"    Estimate","33,785","12,482","21,303"
"West Puente Valley CDP, California","","",""
"    Estimate","25,051","13,989","11,062"
"West Rancho Dominguez CDP, California","","",""
"    Estimate","22,933","12,584","10,349"
"West Sacramento city, California","","",""
"    Estimate","53,342","36,602","16,740"
"West Whittier-Los Nietos CDP, California","","",""
"    Estimate","22,960","10,702","12,258"
"Whittier city, California","","",""
"    Estimate","84,583","60,713","23,870"
"Wildomar city, California","","",""
"    Estimate","37,109","21,313","15,796"
"Willowbrook CDP, California","","",""
"    Estimate","19,032","5,123","13,909"
"Windsor town, California","","",""
"    Estimate","27,127","21,216","5,911"
"Woodland city, California","","",""
"    Estimate","59,426","40,579","18,847"
"Yorba Linda city, California","","",""
"    Estimate","67,419","52,522","14,897"
"Yuba City city, California","","",""
"    Estimate","65,324","35,531","29,793"
"Yucaipa city, California","","",""
"    Estimate","53,638","31,254","22,384"
"Yucca Valley town, California","","",""
"    Estimate","25,405","11,802","13,603"
"Arvada city, Colorado","","",""
"    Estimate","120,650","92,394","28,256"
"Aurora city, Colorado","","",""
"    Estimate","375,069","236,997","138,072"
"Boulder city, Colorado","","",""
"    Estimate","104,253","89,100","15,153"
"Brighton city, Colorado","","",""
"    Estimate","39,390","25,991","13,399"
"Broomfield city, Colorado","","",""
"    Estimate","70,115","58,092","12,023"
"Castle Rock town, Colorado","","",""
"    Estimate","67,722","57,012","10,710"
"Centennial city, Colorado","","",""
"    Estimate","108,616","93,400","15,216"
"Clifton CDP, Colorado","","",""
"    Estimate","20,122","10,550","9,572"
"Colorado Springs city, Colorado","","",""
"    Estimate","465,710","309,126","156,584"
"Columbine CDP, Colorado","","",""
"    Estimate","24,629","20,361","4,268"
"Commerce City city, Colorado","","",""
"    Estimate","60,071","40,156","19,915"
"Dakota Ridge CDP, Colorado","","",""
"    Estimate","32,347","26,091","6,256"
"Denver city, Colorado","","",""
"    Estimate","720,746","493,460","227,286"
"Englewood city, Colorado","","",""
"    Estimate","34,648","22,931","11,717"
"Erie town, Colorado","","",""
"    Estimate","28,990","25,831","3,159"
"Evans city, Colorado","","",""
"    Estimate","20,071","11,466","8,605"
"Fort Collins city, Colorado","","",""
"    Estimate","168,153","134,480","33,673"
"Fountain city, Colorado","","",""
"    Estimate","29,675","19,560","10,115"
"Golden city, Colorado","","",""
"    Estimate","18,765","16,351","2,414"
"Grand Junction city, Colorado","","",""
"    Estimate","62,744","38,490","24,254"
"Greeley city, Colorado","","",""
"    Estimate","106,134","68,633","37,501"
"Highlands Ranch CDP, Colorado","","",""
"    Estimate","99,608","88,616","10,992"
"Ken Caryl CDP, Colorado","","",""
"    Estimate","33,994","28,231","5,763"
"Lafayette city, Colorado","","",""
"    Estimate","30,682","25,251","5,431"
"Lakewood city, Colorado","","",""
"    Estimate","156,160","109,833","46,327"
"Littleton city, Colorado","","",""
"    Estimate","47,688","33,472","14,216"
"Longmont city, Colorado","","",""
"    Estimate","96,145","72,247","23,898"
"Loveland city, Colorado","","",""
"    Estimate","78,515","54,567","23,948"
"Montrose city, Colorado","","",""
"    Estimate","20,232","8,966","11,266"
"Northglenn city, Colorado","","",""
"    Estimate","38,663","25,446","13,217"
"Parker town, Colorado","","",""
"    Estimate","57,521","48,216","9,305"
"Pueblo city, Colorado","","",""
"    Estimate","109,447","52,894","56,553"
"Pueblo West CDP, Colorado","","",""
"    Estimate","31,160","22,505","8,655"
"Security-Widefield CDP, Colorado","","",""
"    Estimate","38,050","28,160","9,890"
"Sherrelwood CDP, Colorado","","",""
"    Estimate","21,478","13,591","7,887"
"Thornton city, Colorado","","",""
"    Estimate","140,937","98,501","42,436"
"Westminster city, Colorado","","",""
"    Estimate","112,715","85,897","26,818"
"Wheat Ridge city, Colorado","","",""
"    Estimate","30,912","19,584","11,328"
"Windsor town, Colorado","","",""
"    Estimate","31,168","24,887","6,281"
"Bridgeport city, Connecticut","","",""
"    Estimate","142,580","53,150","89,430"
"Bristol city, Connecticut","","",""
"    Estimate","59,390","41,984","17,406"
"Danbury city, Connecticut","","",""
"    Estimate","83,226","49,819","33,407"
"Darien CDP, Connecticut","","",""
"    Estimate","22,302","19,460","2,842"
"East Hartford CDP, Connecticut","","",""
"    Estimate","49,435","30,325","19,110"
"East Haven CDP, Connecticut","","",""
"    Estimate","28,326","19,134","9,192"
"Hartford city, Connecticut","","",""
"    Estimate","119,932","61,302","58,630"
"Manchester CDP, Connecticut","","",""
"    Estimate","29,977","21,477","8,500"
"Meriden city, Connecticut","","",""
"    Estimate","58,737","30,506","28,231"
"Middletown city, Connecticut","","",""
"    Estimate","45,321","32,526","12,795"
"Milford city (balance), Connecticut","","",""
"    Estimate","52,839","43,054","9,785"
"Naugatuck borough, Connecticut","","",""
"    Estimate","30,858","21,312","9,546"
"New Britain city, Connecticut","","",""
"    Estimate","71,990","38,690","33,300"
"New Haven city, Connecticut","","",""
"    Estimate","128,756","62,682","66,074"
"Newington CDP, Connecticut","","",""
"    Estimate","29,553","21,354","8,199"
"New London city, Connecticut","","",""
"    Estimate","25,160","12,620","12,540"
"North Haven CDP, Connecticut","","",""
"    Estimate","26,828","21,149","5,679"
"Norwalk city, Connecticut","","",""
"    Estimate","88,584","52,906","35,678"
"Norwich city, Connecticut","","",""
"    Estimate","38,190","23,850","14,340"
"Shelton city, Connecticut","","",""
"    Estimate","40,698","31,728","8,970"
"Stamford city, Connecticut","","",""
"    Estimate","129,034","81,148","47,886"
"Stratford CDP, Connecticut","","",""
"    Estimate","51,543","35,831","15,712"
"Torrington city, Connecticut","","",""
"    Estimate","33,541","21,093","12,448"
"Trumbull CDP, Connecticut","","",""
"    Estimate","35,480","25,308","10,172"
"Waterbury city, Connecticut","","",""
"    Estimate","106,576","48,049","58,527"
"West Hartford CDP, Connecticut","","",""
"    Estimate","62,055","51,354","10,701"
"West Haven city, Connecticut","","",""
"    Estimate","54,327","32,554","21,773"
"Westport CDP, Connecticut","","",""
"    Estimate","28,285","23,106","5,179"
"Wethersfield CDP, Connecticut","","",""
"    Estimate","25,824","21,166","4,658"
"Bear CDP, Delaware","","",""
"    Estimate","20,231","14,933","5,298"
"Dover city, Delaware","","",""
"    Estimate","36,862","22,124","14,738"
"Middletown town, Delaware","","",""
"    Estimate","20,836","16,313","4,523"
"Newark city, Delaware","","",""
"    Estimate","33,245","26,030","7,215"
"Wilmington city, Delaware","","",""
"    Estimate","67,353","40,125","27,228"
"Washington city, District of Columbia","","",""
"    Estimate","696,599","505,917","190,682"
"Alafaya CDP, Florida","","",""
"    Estimate","96,399","67,934","28,465"
"Altamonte Springs city, Florida","","",""
"    Estimate","43,841","29,717","14,124"
"Apollo Beach CDP, Florida","","",""
"    Estimate","24,093","19,622","4,471"
"Apopka city, Florida","","",""
"    Estimate","53,328","36,482","16,846"
"Aventura city, Florida","","",""
"    Estimate","36,864","27,615","9,249"
"Bartow city, Florida","","",""
"    Estimate","19,678","12,310","7,368"
"Bayonet Point CDP, Florida","","",""
"    Estimate","28,395","12,677","15,718"
"Bayshore Gardens CDP, Florida","","",""
