"Label (Grouping)","Total:!!In labor force:!!Civilian labor force:","Total:!!In labor force:!!Civilian labor force:!!Employed","Total:!!In labor force:!!Civilian labor force:!!Unemployed"
"Santee city, California","","",""
"    Estimate","28,171","26,608","1,563"
"Saratoga city, California","","",""
"    Estimate","13,957","13,171","786"
"Seal Beach city, California","","",""
"    Estimate","9,949","9,464","485"
"Seaside city, California","","",""
"    Estimate","16,607","15,606","1,001"
"Selma city, California","","",""
"    Estimate","9,612","8,250","1,362"
"Simi Valley city, California","","",""
"    Estimate","69,836","67,661","2,175"
"Soledad city, California","","",""
"    Estimate","8,277","8,170","107"
"South Gate city, California","","",""
"    Estimate","45,638","41,980","3,658"
"South Lake Tahoe city, California","","",""
"    Estimate","15,227","13,765","1,462"
"South Pasadena city, California","","",""
"    Estimate","14,883","14,502","381"
"South San Francisco city, California","","",""
"    Estimate","43,348","42,123","1,225"
"South Whittier CDP, California","","",""
"    Estimate","33,754","32,520","1,234"
"Spring Valley CDP (San Diego County), California","","",""
"    Estimate","18,581","17,305","1,276"
"Stanton city, California","","",""
"    Estimate","18,166","17,536","630"
"Stockton city, California","","",""
"    Estimate","139,043","130,165","8,878"
"Suisun City city, California","","",""
"    Estimate","15,615","15,075","540"
"Sunnyvale city, California","","",""
"    Estimate","89,942","87,715","2,227"
"Temecula city, California","","",""
"    Estimate","55,857","53,421","2,436"
"Temescal Valley CDP, California","","",""
"    Estimate","15,149","14,169","980"
"Temple City city, California","","",""
"    Estimate","19,484","19,024","460"
"Thousand Oaks city, California","","",""
"    Estimate","64,261","62,285","1,976"
"Torrance city, California","","",""
"    Estimate","77,490","75,534","1,956"
"Tracy city, California","","",""
"    Estimate","48,804","45,639","3,165"
"Tulare city, California","","",""
"    Estimate","26,514","24,584","1,930"
"Turlock city, California","","",""
"    Estimate","33,910","32,595","1,315"
"Tustin city, California","","",""
"    Estimate","43,889","42,409","1,480"
"Twentynine Palms city, California","","",""
"    Estimate","6,736","6,385","351"
"Union City city, California","","",""
"    Estimate","38,906","37,909","997"
"Upland city, California","","",""
"    Estimate","43,009","41,303","1,706"
"Vacaville city, California","","",""
"    Estimate","45,480","43,800","1,680"
"Valinda CDP, California","","",""
"    Estimate","13,740","12,679","1,061"
"Vallejo city, California","","",""
"    Estimate","64,021","60,224","3,797"
"Victorville city, California","","",""
"    Estimate","47,004","41,348","5,656"
"Vineyard CDP, California","","",""
"    Estimate","13,518","13,076","442"
"Visalia city, California","","",""
"    Estimate","61,691","59,773","1,918"
"Vista city, California","","",""
"    Estimate","55,116","52,878","2,238"
"Walnut city, California","","",""
"    Estimate","13,864","13,085","779"
"Walnut Creek city, California","","",""
"    Estimate","35,256","34,402","854"
"Wasco city, California","","",""
"    Estimate","9,807","8,512","1,295"
"Watsonville city, California","","",""
"    Estimate","28,086","26,374","1,712"
"West Carson CDP, California","","",""
"    Estimate","13,318","13,148","170"
"West Covina city, California","","",""
"    Estimate","56,808","54,393","2,415"
"West Hollywood city, California","","",""
"    Estimate","27,899","26,935","964"
"Westminster city, California","","",""
"    Estimate","45,338","43,289","2,049"
"Westmont CDP, California","","",""
"    Estimate","15,795","14,792","1,003"
"West Puente Valley CDP, California","","",""
"    Estimate","11,918","11,487","431"
"West Rancho Dominguez CDP, California","","",""
"    Estimate","11,164","10,295","869"
"West Sacramento city, California","","",""
"    Estimate","26,897","25,370","1,527"
"West Whittier-Los Nietos CDP, California","","",""
"    Estimate","10,975","10,718","257"
"Whittier city, California","","",""
"    Estimate","40,550","39,198","1,352"
"Wildomar city, California","","",""
"    Estimate","17,195","16,229","966"
"Willowbrook CDP, California","","",""
"    Estimate","9,786","7,856","1,930"
"Windsor town, California","","",""
"    Estimate","14,943","14,490","453"
"Woodland city, California","","",""
"    Estimate","29,672","28,167","1,505"
"Yorba Linda city, California","","",""
"    Estimate","36,453","35,834","619"
"Yuba City city, California","","",""
"    Estimate","31,771","30,105","1,666"
"Yucaipa city, California","","",""
"    Estimate","25,549","24,262","1,287"
"Yucca Valley town, California","","",""
"    Estimate","11,543","9,726","1,817"
"Arvada city, Colorado","","",""
"    Estimate","70,111","67,555","2,556"
"Aurora city, Colorado","","",""
"    Estimate","211,783","202,068","9,715"
"Boulder city, Colorado","","",""
"    Estimate","62,777","59,269","3,508"
"Brighton city, Colorado","","",""
"    Estimate","21,501","20,987","514"
"Broomfield city, Colorado","","",""
"    Estimate","42,235","41,403","832"
"Castle Rock town, Colorado","","",""
"    Estimate","38,328","37,294","1,034"
"Centennial city, Colorado","","",""
"    Estimate","60,914","59,399","1,515"
"Clifton CDP, Colorado","","",""
"    Estimate","9,691","9,061","630"
"Colorado Springs city, Colorado","","",""
"    Estimate","253,047","239,319","13,728"
"Columbine CDP, Colorado","","",""
"    Estimate","12,098","11,920","178"
"Commerce City city, Colorado","","",""
"    Estimate","33,537","32,183","1,354"
"Dakota Ridge CDP, Colorado","","",""
"    Estimate","19,001","18,541","460"
"Denver city, Colorado","","",""
"    Estimate","441,581","428,227","13,354"
"Englewood city, Colorado","","",""
"    Estimate","21,064","20,226","838"
"Erie town, Colorado","","",""
"    Estimate","15,394","15,072","322"
"Evans city, Colorado","","",""
"    Estimate","10,235","9,886","349"
"Fort Collins city, Colorado","","",""
"    Estimate","102,285","98,641","3,644"
"Fountain city, Colorado","","",""
"    Estimate","13,186","12,948","238"
"Golden city, Colorado","","",""
"    Estimate","12,156","11,675","481"
"Grand Junction city, Colorado","","",""
"    Estimate","32,763","31,422","1,341"
"Greeley city, Colorado","","",""
"    Estimate","57,395","54,127","3,268"
"Highlands Ranch CDP, Colorado","","",""
"    Estimate","57,382","55,921","1,461"
"Ken Caryl CDP, Colorado","","",""
"    Estimate","19,406","18,947","459"
"Lafayette city, Colorado","","",""
"    Estimate","18,489","17,985","504"
"Lakewood city, Colorado","","",""
"    Estimate","89,941","87,029","2,912"
"Littleton city, Colorado","","",""
"    Estimate","29,081","28,264","817"
"Longmont city, Colorado","","",""
"    Estimate","56,406","54,862","1,544"
"Loveland city, Colorado","","",""
"    Estimate","41,538","39,934","1,604"
"Montrose city, Colorado","","",""
"    Estimate","7,795","7,542","253"
"Northglenn city, Colorado","","",""
"    Estimate","21,662","20,577","1,085"
"Parker town, Colorado","","",""
"    Estimate","33,551","32,418","1,133"
"Pueblo city, Colorado","","",""
"    Estimate","48,607","45,330","3,277"
"Pueblo West CDP, Colorado","","",""
"    Estimate","15,255","14,665","590"
"Security-Widefield CDP, Colorado","","",""
"    Estimate","19,565","18,408","1,157"
"Sherrelwood CDP, Colorado","","",""
"    Estimate","11,189","10,776","413"
"Thornton city, Colorado","","",""
"    Estimate","77,614","73,356","4,258"
"Westminster city, Colorado","","",""
"    Estimate","68,420","66,257","2,163"
"Wheat Ridge city, Colorado","","",""
"    Estimate","16,973","16,520","453"
"Windsor town, Colorado","","",""
"    Estimate","15,128","14,354","774"
"Bridgeport city, Connecticut","","",""
"    Estimate","72,000","65,534","6,466"
"Bristol city, Connecticut","","",""
"    Estimate","35,923","33,901","2,022"
"Danbury city, Connecticut","","",""
"    Estimate","50,115","48,032","2,083"
"Darien CDP, Connecticut","","",""
"    Estimate","9,879","9,477","402"
"East Hartford CDP, Connecticut","","",""
"    Estimate","27,404","25,623","1,781"
"East Haven CDP, Connecticut","","",""
"    Estimate","16,275","15,621","654"
"Hartford city, Connecticut","","",""
"    Estimate","62,800","56,141","6,659"
"Manchester CDP, Connecticut","","",""
"    Estimate","15,179","14,686","493"
"Meriden city, Connecticut","","",""
"    Estimate","31,752","29,418","2,334"
"Middletown city, Connecticut","","",""
"    Estimate","27,057","25,790","1,267"
"Milford city (balance), Connecticut","","",""
"    Estimate","31,497","30,199","1,298"
"Naugatuck borough, Connecticut","","",""
"    Estimate","17,445","15,764","1,681"
"New Britain city, Connecticut","","",""
"    Estimate","38,760","35,406","3,354"
"New Haven city, Connecticut","","",""
"    Estimate","70,223","64,173","6,050"
"Newington CDP, Connecticut","","",""
"    Estimate","14,644","14,244","400"
"New London city, Connecticut","","",""
"    Estimate","14,316","13,097","1,219"
"North Haven CDP, Connecticut","","",""
"    Estimate","14,114","12,810","1,304"
"Norwalk city, Connecticut","","",""
"    Estimate","49,713","47,201","2,512"
"Norwich city, Connecticut","","",""
"    Estimate","21,640","20,883","757"
"Shelton city, Connecticut","","",""
"    Estimate","22,555","21,120","1,435"
"Stamford city, Connecticut","","",""
"    Estimate","77,604","74,097","3,507"
"Stratford CDP, Connecticut","","",""
"    Estimate","30,877","28,894","1,983"
"Torrington city, Connecticut","","",""
"    Estimate","16,971","16,049","922"
"Trumbull CDP, Connecticut","","",""
"    Estimate","18,279","16,921","1,358"
"Waterbury city, Connecticut","","",""
"    Estimate","53,061","48,879","4,182"
"West Hartford CDP, Connecticut","","",""
"    Estimate","34,603","33,656","947"
"West Haven city, Connecticut","","",""
"    Estimate","28,053","26,172","1,881"
"Westport CDP, Connecticut","","",""
"    Estimate","14,534","13,987","547"
"Wethersfield CDP, Connecticut","","",""
"    Estimate","15,444","15,202","242"
"Bear CDP, Delaware","","",""
"    Estimate","12,175","11,126","1,049"
"Dover city, Delaware","","",""
"    Estimate","18,291","17,528","763"
"Middletown town, Delaware","","",""
"    Estimate","10,899","10,152","747"
"Newark city, Delaware","","",""
"    Estimate","16,574","15,851","723"
"Wilmington city, Delaware","","",""
"    Estimate","35,794","33,172","2,622"
"Washington city, District of Columbia","","",""
"    Estimate","413,742","387,826","25,916"
"Alafaya CDP, Florida","","",""
"    Estimate","54,971","52,532","2,439"
"Altamonte Springs city, Florida","","",""
"    Estimate","26,659","25,778","881"
"Apollo Beach CDP, Florida","","",""
"    Estimate","14,090","13,293","797"
"Apopka city, Florida","","",""
"    Estimate","29,217","28,769","448"
"Aventura city, Florida","","",""
"    Estimate","19,387","19,136","251"
"Bartow city, Florida","","",""
"    Estimate","9,914","9,517","397"
"Bayonet Point CDP, Florida","","",""
"    Estimate","11,981","10,751","1,230"
"Bayshore Gardens CDP, Florida","","",""
"    Estimate","11,828","11,072","756"
"Bellview CDP, Florida","","",""
"    Estimate","11,373","10,613","760"
"Bloomingdale CDP, Florida","","",""
"    Estimate","12,956","12,252","704"
"Boca Raton city, Florida","","",""
"    Estimate","49,342","46,019","3,323"
"Bonita Springs city, Florida","","",""
"    Estimate","22,765","22,438","327"
"Boynton Beach city, Florida","","",""
"    Estimate","46,081","44,120","1,961"
"Bradenton city, Florida","","",""
"    Estimate","28,886","26,630","2,256"
"Brandon CDP, Florida","","",""
"    Estimate","64,019","61,644","2,375"
"Brent CDP, Florida","","",""
"    Estimate","11,795","10,054","1,741"
"Buenaventura Lakes CDP, Florida","","",""
"    Estimate","18,373","17,923","450"
"Cape Coral city, Florida","","",""
"    Estimate","94,886","89,420","5,466"
"Carrollwood CDP, Florida","","",""
"    Estimate","23,327","21,881","1,446"
